RetainedRef	DuplicateRef
ENSMUST00000179192.1	ENSMUST00000099948.2
ENSMUST00000179192.1	ENSMUST00000099947.2
ENSMUST00000189795.1	ENSMUST00000190672.1
ENSMUST00000189795.1	ENSMUST00000185382.1
ENSMUST00000195281.5	ENSMUST00000189180.1
ENSMUST00000191433.1	ENSMUST00000187310.1
ENSMUST00000175561.1	ENSMUST00000178283.1
ENSMUST00000175561.1	ENSMUST00000175099.1
ENSMUST00000186901.1	ENSMUST00000186457.1
ENSMUST00000186846.1	ENSMUST00000191229.1
ENSMUST00000179239.1	ENSMUST00000179420.1
ENSMUST00000179239.1	ENSMUST00000179067.1
ENSMUST00000188159.6	ENSMUST00000188224.1
ENSMUST00000177732.1	ENSMUST00000178931.1
ENSMUST00000177732.1	ENSMUST00000177977.1
ENSMUST00000239114.1	ENSMUST00000149582.7
ENSMUST00000192156.5	ENSMUST00000195214.1
ENSMUST00000185420.1	ENSMUST00000190197.1
ENSMUST00000147976.7	ENSMUST00000094480.10
ENSMUST00000178535.1	ENSMUST00000179027.1
ENSMUST00000178535.1	ENSMUST00000180126.1
ENSMUST00000178535.1	ENSMUST00000178813.1
ENSMUST00000189390.1	ENSMUST00000186006.1
ENSMUST00000189390.1	ENSMUST00000190513.1
ENSMUST00000179447.1	ENSMUST00000179923.1
ENSMUST00000179447.1	ENSMUST00000179352.1
ENSMUST00000179447.1	ENSMUST00000178635.1
ENSMUST00000179447.1	ENSMUST00000180070.1
ENSMUST00000179447.1	ENSMUST00000179752.1
ENSMUST00000179447.1	ENSMUST00000102205.1
ENSMUST00000186540.6	ENSMUST00000188948.1
ENSMUST00000187430.1	ENSMUST00000188060.1
ENSMUST00000187430.1	ENSMUST00000191288.1
ENSMUST00000177960.1	ENSMUST00000179245.1
ENSMUST00000187320.6	ENSMUST00000190475.1
ENSMUST00000187320.6	ENSMUST00000186461.1
ENSMUST00000187320.6	ENSMUST00000186503.1
ENSMUST00000172038.7	ENSMUST00000112340.7
ENSMUST00000136719.1	ENSMUST00000125090.7
ENSMUST00000120729.1	ENSMUST00000239178.1
ENSMUST00000190756.6	ENSMUST00000188751.1
ENSMUST00000190756.6	ENSMUST00000186680.6
ENSMUST00000190756.6	ENSMUST00000186926.6
ENSMUST00000188849.1	ENSMUST00000189883.1
ENSMUST00000101663.9	ENSMUST00000190255.6
ENSMUST00000181634.7	ENSMUST00000181287.4
ENSMUST00000181634.7	ENSMUST00000181179.4
ENSMUST00000181634.7	ENSMUST00000181059.7
ENSMUST00000181634.7	ENSMUST00000180889.7
ENSMUST00000181634.7	ENSMUST00000181703.7
ENSMUST00000203281.2	ENSMUST00000101065.7
ENSMUST00000118048.1	ENSMUST00000097682.3
ENSMUST00000189601.1	ENSMUST00000187167.1
ENSMUST00000189601.1	ENSMUST00000191376.1
ENSMUST00000237976.1	ENSMUST00000163929.1
ENSMUST00000194145.5	ENSMUST00000195874.5
ENSMUST00000194145.5	ENSMUST00000194294.1
ENSMUST00000188245.1	ENSMUST00000187204.1
ENSMUST00000188245.1	ENSMUST00000191003.1
ENSMUST00000177961.1	ENSMUST00000179334.1
ENSMUST00000191536.1	ENSMUST00000190460.1
ENSMUST00000191536.1	ENSMUST00000186824.1
ENSMUST00000175073.1	ENSMUST00000178821.1
ENSMUST00000175073.1	ENSMUST00000176930.2
ENSMUST00000200452.4	ENSMUST00000106121.5
ENSMUST00000181033.7	ENSMUST00000181472.7
ENSMUST00000093696.1	ENSMUST00000175042.1
ENSMUST00000179979.1	ENSMUST00000179819.1
ENSMUST00000179979.1	ENSMUST00000178664.1
ENSMUST00000179979.1	ENSMUST00000180153.1
ENSMUST00000179979.1	ENSMUST00000179286.1
ENSMUST00000179979.1	ENSMUST00000178010.1
ENSMUST00000180231.1	ENSMUST00000177739.1
ENSMUST00000172814.7	ENSMUST00000177882.1
ENSMUST00000129994.7	ENSMUST00000149398.1
ENSMUST00000192795.1	ENSMUST00000188220.1
ENSMUST00000192795.1	ENSMUST00000189797.1
ENSMUST00000192795.1	ENSMUST00000190300.1
ENSMUST00000186555.1	ENSMUST00000188867.1
ENSMUST00000186260.1	ENSMUST00000188255.1
ENSMUST00000179103.1	ENSMUST00000179105.1
ENSMUST00000179103.1	ENSMUST00000179293.1
ENSMUST00000215571.1	ENSMUST00000216915.1
ENSMUST00000099009.8	ENSMUST00000099007.2
ENSMUST00000179348.7	ENSMUST00000177606.7
ENSMUST00000179348.7	ENSMUST00000177554.1
ENSMUST00000179348.7	ENSMUST00000178169.1
ENSMUST00000163019.8	ENSMUST00000233651.1
ENSMUST00000189149.1	ENSMUST00000191334.1
ENSMUST00000189149.1	ENSMUST00000190411.1
ENSMUST00000189149.1	ENSMUST00000188456.1
ENSMUST00000178497.1	ENSMUST00000101993.2
ENSMUST00000191496.1	ENSMUST00000191573.6
ENSMUST00000191496.1	ENSMUST00000191144.1
ENSMUST00000191496.1	ENSMUST00000190608.1
ENSMUST00000190236.1	ENSMUST00000189207.1
ENSMUST00000177680.1	ENSMUST00000179402.1
ENSMUST00000177680.1	ENSMUST00000177750.1
ENSMUST00000195184.1	ENSMUST00000193656.1
ENSMUST00000195184.1	ENSMUST00000192707.1
ENSMUST00000195184.1	ENSMUST00000193402.1
ENSMUST00000195184.1	ENSMUST00000189278.1
ENSMUST00000193038.1	ENSMUST00000187928.1
ENSMUST00000189182.1	ENSMUST00000186957.1
ENSMUST00000116926.1	ENSMUST00000116716.1
ENSMUST00000116926.1	ENSMUST00000116684.1
ENSMUST00000116926.1	ENSMUST00000116737.2
ENSMUST00000187767.1	ENSMUST00000190230.6
ENSMUST00000178576.1	ENSMUST00000179280.1
ENSMUST00000178576.1	ENSMUST00000178166.1
ENSMUST00000178576.1	ENSMUST00000178450.1
ENSMUST00000178576.1	ENSMUST00000179764.1
ENSMUST00000178576.1	ENSMUST00000178656.1
ENSMUST00000178576.1	ENSMUST00000178690.1
ENSMUST00000178576.1	ENSMUST00000178321.1
ENSMUST00000178576.1	ENSMUST00000178530.1
ENSMUST00000178576.1	ENSMUST00000177849.1
ENSMUST00000178576.1	ENSMUST00000180346.1
ENSMUST00000178576.1	ENSMUST00000178388.1
ENSMUST00000178576.1	ENSMUST00000179388.1
ENSMUST00000178576.1	ENSMUST00000178047.1
ENSMUST00000178576.1	ENSMUST00000178329.1
ENSMUST00000178576.1	ENSMUST00000180227.1
ENSMUST00000178576.1	ENSMUST00000178936.1
ENSMUST00000178576.1	ENSMUST00000178777.1
ENSMUST00000178576.1	ENSMUST00000177940.1
ENSMUST00000178576.1	ENSMUST00000177737.1
ENSMUST00000178576.1	ENSMUST00000178675.1
ENSMUST00000178576.1	ENSMUST00000179889.1
ENSMUST00000178576.1	ENSMUST00000179895.1
ENSMUST00000178576.1	ENSMUST00000179955.1
ENSMUST00000178576.1	ENSMUST00000179927.1
ENSMUST00000178576.1	ENSMUST00000177982.1
ENSMUST00000178576.1	ENSMUST00000178370.1
ENSMUST00000178576.1	ENSMUST00000179518.1
ENSMUST00000178576.1	ENSMUST00000179053.1
ENSMUST00000178576.1	ENSMUST00000180312.1
ENSMUST00000178673.1	ENSMUST00000178198.1
ENSMUST00000138179.7	ENSMUST00000171223.1
ENSMUST00000181051.2	ENSMUST00000113842.3
ENSMUST00000186221.1	ENSMUST00000187444.1
ENSMUST00000097888.9	ENSMUST00000239399.1
ENSMUST00000118061.1	ENSMUST00000118584.1
ENSMUST00000186306.6	ENSMUST00000189328.6
ENSMUST00000186306.6	ENSMUST00000188238.6
ENSMUST00000232100.1	ENSMUST00000232181.1
ENSMUST00000239005.1	ENSMUST00000106581.4
ENSMUST00000168629.1	ENSMUST00000218154.1
ENSMUST00000179491.1	ENSMUST00000178591.1
ENSMUST00000191848.1	ENSMUST00000195678.1
ENSMUST00000191848.1	ENSMUST00000191631.1
ENSMUST00000191848.1	ENSMUST00000195190.1
ENSMUST00000191848.1	ENSMUST00000191507.1
ENSMUST00000191848.1	ENSMUST00000188693.1
ENSMUST00000192472.1	ENSMUST00000189295.1
ENSMUST00000192472.1	ENSMUST00000187995.1
ENSMUST00000177910.1	ENSMUST00000180122.1
ENSMUST00000221132.1	ENSMUST00000222799.1
ENSMUST00000187134.1	ENSMUST00000190062.1
ENSMUST00000187134.1	ENSMUST00000189320.1
ENSMUST00000177998.1	ENSMUST00000179231.1
ENSMUST00000177998.1	ENSMUST00000178389.1
ENSMUST00000121570.1	ENSMUST00000119277.1
ENSMUST00000163651.1	ENSMUST00000168551.1
ENSMUST00000218922.1	ENSMUST00000219159.1
ENSMUST00000218922.1	ENSMUST00000177945.1
ENSMUST00000193731.1	ENSMUST00000194569.5
ENSMUST00000178865.1	ENSMUST00000178452.1
ENSMUST00000195782.1	ENSMUST00000189076.1
ENSMUST00000194043.5	ENSMUST00000191717.5
ENSMUST00000180128.1	ENSMUST00000178771.1
ENSMUST00000147191.7	ENSMUST00000154317.1
ENSMUST00000187712.6	ENSMUST00000189765.1
ENSMUST00000187712.6	ENSMUST00000190806.6
ENSMUST00000187712.6	ENSMUST00000188244.1
ENSMUST00000190668.6	ENSMUST00000190982.6
ENSMUST00000184039.1	ENSMUST00000184491.1
ENSMUST00000197789.1	ENSMUST00000199294.1
ENSMUST00000177936.1	ENSMUST00000177884.1
ENSMUST00000177936.1	ENSMUST00000179594.1
ENSMUST00000195399.1	ENSMUST00000193154.1
ENSMUST00000186587.1	ENSMUST00000188234.1
ENSMUST00000186587.1	ENSMUST00000190517.1
ENSMUST00000186587.1	ENSMUST00000189901.1
ENSMUST00000186587.1	ENSMUST00000189921.1
ENSMUST00000186587.1	ENSMUST00000187192.1
ENSMUST00000186587.1	ENSMUST00000190743.1
ENSMUST00000186587.1	ENSMUST00000188173.1
ENSMUST00000186587.1	ENSMUST00000191564.1
ENSMUST00000117444.1	ENSMUST00000121779.1
ENSMUST00000117444.1	ENSMUST00000148282.1
ENSMUST00000117444.1	ENSMUST00000117571.1
ENSMUST00000117444.1	ENSMUST00000147311.1
ENSMUST00000208221.1	ENSMUST00000108481.7
ENSMUST00000194321.1	ENSMUST00000195604.1
ENSMUST00000183537.1	ENSMUST00000183728.1
ENSMUST00000193655.1	ENSMUST00000187260.6
ENSMUST00000193655.1	ENSMUST00000189418.1
ENSMUST00000193655.1	ENSMUST00000186348.1
ENSMUST00000190996.6	ENSMUST00000185989.1
ENSMUST00000190996.6	ENSMUST00000190172.1
ENSMUST00000190996.6	ENSMUST00000188915.1
ENSMUST00000190996.6	ENSMUST00000185208.1
ENSMUST00000184586.1	ENSMUST00000184556.1
ENSMUST00000188864.1	ENSMUST00000185565.1
ENSMUST00000188864.1	ENSMUST00000190782.1
ENSMUST00000238972.1	ENSMUST00000050756.7
ENSMUST00000224214.1	ENSMUST00000066558.3
ENSMUST00000172989.1	ENSMUST00000172551.1
ENSMUST00000183711.1	ENSMUST00000183799.1
ENSMUST00000179496.1	ENSMUST00000180257.1
ENSMUST00000179496.1	ENSMUST00000179154.1
ENSMUST00000179496.1	ENSMUST00000116880.1
ENSMUST00000179496.1	ENSMUST00000179867.1
ENSMUST00000179496.1	ENSMUST00000116812.1
ENSMUST00000179496.1	ENSMUST00000179366.1
ENSMUST00000179496.1	ENSMUST00000116733.1
ENSMUST00000185271.1	ENSMUST00000189313.1
ENSMUST00000189354.6	ENSMUST00000186938.6
ENSMUST00000187604.6	ENSMUST00000190815.1
ENSMUST00000234905.2	ENSMUST00000099930.8
ENSMUST00000233860.1	ENSMUST00000087942.5
ENSMUST00000192521.1	ENSMUST00000189924.1
ENSMUST00000124306.1	ENSMUST00000167574.1
ENSMUST00000239119.1	ENSMUST00000065297.5
ENSMUST00000109042.9	ENSMUST00000121956.7
ENSMUST00000194621.1	ENSMUST00000190701.1
ENSMUST00000188904.1	ENSMUST00000187675.1
ENSMUST00000191397.1	ENSMUST00000189151.1
ENSMUST00000192165.1	ENSMUST00000185958.1
ENSMUST00000192165.1	ENSMUST00000190359.1
ENSMUST00000188627.6	ENSMUST00000188542.6
ENSMUST00000192892.1	ENSMUST00000186578.1
ENSMUST00000192892.1	ENSMUST00000189346.1
ENSMUST00000192892.1	ENSMUST00000185338.6
ENSMUST00000192892.1	ENSMUST00000185636.1
ENSMUST00000179790.1	ENSMUST00000178612.1
ENSMUST00000180135.1	ENSMUST00000170414.1
ENSMUST00000179794.1	ENSMUST00000177553.1
ENSMUST00000179794.1	ENSMUST00000083073.1
ENSMUST00000179794.1	ENSMUST00000083751.1
ENSMUST00000094587.2	ENSMUST00000201129.3
ENSMUST00000189624.1	ENSMUST00000190662.1
ENSMUST00000189624.1	ENSMUST00000190671.1
ENSMUST00000100614.5	ENSMUST00000168472.2
ENSMUST00000083233.1	ENSMUST00000082962.1
ENSMUST00000119104.1	ENSMUST00000117714.1
ENSMUST00000196721.1	ENSMUST00000205793.1
ENSMUST00000199315.1	ENSMUST00000199061.1
ENSMUST00000188443.1	ENSMUST00000185427.6
ENSMUST00000098644.8	ENSMUST00000238936.1
ENSMUST00000188216.1	ENSMUST00000189016.1
ENSMUST00000188216.1	ENSMUST00000191592.1
ENSMUST00000121381.1	ENSMUST00000118526.1
ENSMUST00000191420.1	ENSMUST00000189235.1
ENSMUST00000103855.1	ENSMUST00000103846.1
ENSMUST00000193415.1	ENSMUST00000191625.5
ENSMUST00000239130.1	ENSMUST00000069711.2
ENSMUST00000190482.6	ENSMUST00000188055.1
ENSMUST00000186727.6	ENSMUST00000185900.1
ENSMUST00000193562.1	ENSMUST00000186378.1
ENSMUST00000174564.7	ENSMUST00000172517.7
ENSMUST00000160777.7	ENSMUST00000239100.1
ENSMUST00000197181.1	ENSMUST00000200519.1
ENSMUST00000093560.2	ENSMUST00000104757.1
ENSMUST00000232860.1	ENSMUST00000024896.3
ENSMUST00000178106.1	ENSMUST00000178755.1
ENSMUST00000178106.1	ENSMUST00000179107.1
ENSMUST00000178106.1	ENSMUST00000178499.1
ENSMUST00000178106.1	ENSMUST00000179704.1
ENSMUST00000178106.1	ENSMUST00000177575.1
ENSMUST00000178106.1	ENSMUST00000179995.1
ENSMUST00000178106.1	ENSMUST00000178203.1
ENSMUST00000178106.1	ENSMUST00000179143.1
ENSMUST00000178106.1	ENSMUST00000179081.1
ENSMUST00000178106.1	ENSMUST00000179431.1
ENSMUST00000178106.1	ENSMUST00000177589.1
ENSMUST00000178106.1	ENSMUST00000179500.1
ENSMUST00000178106.1	ENSMUST00000178804.1
ENSMUST00000178106.1	ENSMUST00000180334.1
ENSMUST00000178106.1	ENSMUST00000180096.1
ENSMUST00000178106.1	ENSMUST00000179843.1
ENSMUST00000178106.1	ENSMUST00000179275.1
ENSMUST00000178106.1	ENSMUST00000178983.1
ENSMUST00000178106.1	ENSMUST00000177555.1
ENSMUST00000178106.1	ENSMUST00000179476.1
ENSMUST00000178106.1	ENSMUST00000178975.1
ENSMUST00000178106.1	ENSMUST00000177995.1
ENSMUST00000178106.1	ENSMUST00000178066.1
ENSMUST00000178106.1	ENSMUST00000178820.1
ENSMUST00000178106.1	ENSMUST00000179542.1
ENSMUST00000178106.1	ENSMUST00000178859.1
ENSMUST00000178106.1	ENSMUST00000179432.1
ENSMUST00000178106.1	ENSMUST00000177889.1
ENSMUST00000178106.1	ENSMUST00000178027.1
ENSMUST00000178106.1	ENSMUST00000178069.1
ENSMUST00000178106.1	ENSMUST00000178520.1
ENSMUST00000188680.1	ENSMUST00000190351.1
ENSMUST00000188680.1	ENSMUST00000187787.1
ENSMUST00000103940.2	ENSMUST00000104662.1
ENSMUST00000178556.1	ENSMUST00000178115.1
ENSMUST00000178556.1	ENSMUST00000180329.1
ENSMUST00000178556.1	ENSMUST00000178505.1
ENSMUST00000178556.1	ENSMUST00000179073.1
ENSMUST00000196107.1	ENSMUST00000197136.1
ENSMUST00000178620.1	ENSMUST00000179260.1
ENSMUST00000178620.1	ENSMUST00000082729.1
ENSMUST00000178620.1	ENSMUST00000082555.1
ENSMUST00000112024.9	ENSMUST00000180045.7
ENSMUST00000186194.1	ENSMUST00000189007.1
ENSMUST00000188567.6	ENSMUST00000187895.6
ENSMUST00000102874.10	ENSMUST00000238916.1
ENSMUST00000200525.1	ENSMUST00000203125.1
ENSMUST00000105358.7	ENSMUST00000105354.7
ENSMUST00000178824.1	ENSMUST00000180097.1
ENSMUST00000192119.1	ENSMUST00000194173.1
ENSMUST00000192119.1	ENSMUST00000195516.1
ENSMUST00000192119.1	ENSMUST00000193341.1
ENSMUST00000192119.1	ENSMUST00000190223.1
ENSMUST00000192119.1	ENSMUST00000187801.1
ENSMUST00000192119.1	ENSMUST00000186690.1
ENSMUST00000192119.1	ENSMUST00000187153.1
ENSMUST00000192119.1	ENSMUST00000187611.1
ENSMUST00000192119.1	ENSMUST00000186187.1
ENSMUST00000192119.1	ENSMUST00000186257.1
ENSMUST00000192119.1	ENSMUST00000186991.1
ENSMUST00000192119.1	ENSMUST00000189510.1
ENSMUST00000192119.1	ENSMUST00000190018.1
ENSMUST00000192119.1	ENSMUST00000191219.1
ENSMUST00000192119.1	ENSMUST00000187977.1
ENSMUST00000192119.1	ENSMUST00000186784.1
ENSMUST00000178252.2	ENSMUST00000177705.2
ENSMUST00000195246.1	ENSMUST00000195750.5
ENSMUST00000189118.1	ENSMUST00000187081.1
ENSMUST00000195837.1	ENSMUST00000192711.1
ENSMUST00000194504.1	ENSMUST00000185444.1
ENSMUST00000194504.1	ENSMUST00000185316.1
ENSMUST00000194504.1	ENSMUST00000186669.1
ENSMUST00000059891.2	ENSMUST00000218237.1
ENSMUST00000179342.1	ENSMUST00000180298.1
ENSMUST00000196836.1	ENSMUST00000196231.1
ENSMUST00000196836.1	ENSMUST00000200264.1
ENSMUST00000196836.1	ENSMUST00000198508.1
ENSMUST00000196836.1	ENSMUST00000199558.1
ENSMUST00000196836.1	ENSMUST00000200671.1
ENSMUST00000196836.1	ENSMUST00000197197.1
ENSMUST00000196836.1	ENSMUST00000199263.1
ENSMUST00000196836.1	ENSMUST00000199873.1
ENSMUST00000222027.1	ENSMUST00000218889.1
ENSMUST00000188862.1	ENSMUST00000189725.1
ENSMUST00000192525.1	ENSMUST00000193738.1
ENSMUST00000192525.1	ENSMUST00000191924.1
ENSMUST00000192525.1	ENSMUST00000194724.1
ENSMUST00000101995.1	ENSMUST00000101832.1
ENSMUST00000185245.1	ENSMUST00000189315.1
ENSMUST00000197007.1	ENSMUST00000196674.1
ENSMUST00000199800.1	ENSMUST00000199112.1
ENSMUST00000179390.1	ENSMUST00000179206.1
ENSMUST00000179390.1	ENSMUST00000164045.1
ENSMUST00000238900.1	ENSMUST00000167634.1
ENSMUST00000185956.6	ENSMUST00000186907.6
ENSMUST00000189947.1	ENSMUST00000190542.1
ENSMUST00000056002.4	ENSMUST00000218901.1
ENSMUST00000100813.4	ENSMUST00000183976.1
ENSMUST00000179213.1	ENSMUST00000178419.1
ENSMUST00000181205.1	ENSMUST00000187856.1
ENSMUST00000202730.3	ENSMUST00000177891.1
ENSMUST00000195932.1	ENSMUST00000192353.1
ENSMUST00000174941.1	ENSMUST00000175167.1
ENSMUST00000178234.1	ENSMUST00000179137.1
ENSMUST00000166464.1	ENSMUST00000108931.2
ENSMUST00000198729.1	ENSMUST00000197838.1
ENSMUST00000179079.1	ENSMUST00000177632.1
ENSMUST00000109139.7	ENSMUST00000028997.7
ENSMUST00000178688.1	ENSMUST00000179440.1
ENSMUST00000178665.7	ENSMUST00000188489.6
ENSMUST00000191466.1	ENSMUST00000187765.1
ENSMUST00000109049.9	ENSMUST00000126358.7
ENSMUST00000133794.7	ENSMUST00000147993.7
ENSMUST00000133794.7	ENSMUST00000129963.7
ENSMUST00000133794.7	ENSMUST00000126712.7
ENSMUST00000061593.6	ENSMUST00000184089.1
ENSMUST00000061593.6	ENSMUST00000184670.1
ENSMUST00000238905.1	ENSMUST00000037434.12
ENSMUST00000166275.1	ENSMUST00000170040.1
ENSMUST00000177815.1	ENSMUST00000177774.2
ENSMUST00000187794.1	ENSMUST00000188922.1
ENSMUST00000190185.6	ENSMUST00000186312.6
ENSMUST00000170920.1	ENSMUST00000095239.2
ENSMUST00000188946.1	ENSMUST00000189002.1
ENSMUST00000188946.1	ENSMUST00000185286.1
ENSMUST00000190042.1	ENSMUST00000188487.1
ENSMUST00000181360.2	ENSMUST00000198682.1
ENSMUST00000113512.7	ENSMUST00000113513.7
ENSMUST00000113512.7	ENSMUST00000113515.7
ENSMUST00000113512.7	ENSMUST00000113514.7
ENSMUST00000187367.1	ENSMUST00000191468.1
ENSMUST00000187367.1	ENSMUST00000185760.1
ENSMUST00000187367.1	ENSMUST00000189613.1
ENSMUST00000120877.1	ENSMUST00000119298.1
ENSMUST00000192992.1	ENSMUST00000193567.1
ENSMUST00000109046.9	ENSMUST00000178120.7
ENSMUST00000109046.9	ENSMUST00000178133.7
ENSMUST00000109046.9	ENSMUST00000109008.3
ENSMUST00000109046.9	ENSMUST00000122097.8
ENSMUST00000185226.1	ENSMUST00000186209.1
ENSMUST00000180143.1	ENSMUST00000178414.1
ENSMUST00000189558.6	ENSMUST00000188364.1
ENSMUST00000195522.5	ENSMUST00000187784.1
ENSMUST00000195522.5	ENSMUST00000190443.6
ENSMUST00000195522.5	ENSMUST00000187693.1
ENSMUST00000195522.5	ENSMUST00000190508.1
ENSMUST00000195522.5	ENSMUST00000190765.1
ENSMUST00000098879.1	ENSMUST00000091692.3
ENSMUST00000173886.1	ENSMUST00000174637.1
ENSMUST00000174364.1	ENSMUST00000174775.1
ENSMUST00000186083.6	ENSMUST00000185287.1
ENSMUST00000186083.6	ENSMUST00000188821.6
ENSMUST00000186083.6	ENSMUST00000187174.6
ENSMUST00000112847.8	ENSMUST00000238446.2
ENSMUST00000122586.1	ENSMUST00000122610.1
ENSMUST00000234590.1	ENSMUST00000062769.6
ENSMUST00000238454.1	ENSMUST00000238747.1
ENSMUST00000119076.8	ENSMUST00000188731.1
ENSMUST00000195153.1	ENSMUST00000194830.1
ENSMUST00000185998.1	ENSMUST00000191522.6
ENSMUST00000185998.1	ENSMUST00000190076.1
ENSMUST00000185998.1	ENSMUST00000188315.1
ENSMUST00000185998.1	ENSMUST00000187907.1
ENSMUST00000185998.1	ENSMUST00000189729.6
ENSMUST00000185998.1	ENSMUST00000190808.6
ENSMUST00000239468.1	ENSMUST00000041400.5
ENSMUST00000078207.3	ENSMUST00000218675.1
ENSMUST00000195661.1	ENSMUST00000192308.1
ENSMUST00000195661.1	ENSMUST00000192897.1
ENSMUST00000196023.1	ENSMUST00000197557.1
ENSMUST00000181518.1	ENSMUST00000108002.3
ENSMUST00000181518.1	ENSMUST00000107988.3
ENSMUST00000188765.1	ENSMUST00000188010.1
ENSMUST00000137421.7	ENSMUST00000124609.7
ENSMUST00000137421.7	ENSMUST00000144018.7
ENSMUST00000036357.6	ENSMUST00000220413.1
ENSMUST00000121309.1	ENSMUST00000089785.4
ENSMUST00000178214.1	ENSMUST00000179813.1
ENSMUST00000178214.1	ENSMUST00000180265.1
ENSMUST00000178214.1	ENSMUST00000177718.1
ENSMUST00000188809.6	ENSMUST00000186679.1
ENSMUST00000188809.6	ENSMUST00000186521.1
ENSMUST00000189657.1	ENSMUST00000189701.1
ENSMUST00000192620.1	ENSMUST00000191282.1
ENSMUST00000192620.1	ENSMUST00000191480.1
ENSMUST00000192620.1	ENSMUST00000191432.1
ENSMUST00000192620.1	ENSMUST00000191532.1
ENSMUST00000192620.1	ENSMUST00000189870.1
ENSMUST00000192620.1	ENSMUST00000188545.1
ENSMUST00000175128.1	ENSMUST00000083112.1
ENSMUST00000097257.1	ENSMUST00000101992.1
ENSMUST00000185246.1	ENSMUST00000188506.1
ENSMUST00000185246.1	ENSMUST00000187122.1
ENSMUST00000185246.1	ENSMUST00000190850.1
ENSMUST00000185246.1	ENSMUST00000185396.1
ENSMUST00000185246.1	ENSMUST00000189077.1
ENSMUST00000185246.1	ENSMUST00000190290.1
ENSMUST00000185246.1	ENSMUST00000189814.1
ENSMUST00000185246.1	ENSMUST00000187068.1
ENSMUST00000177733.1	ENSMUST00000178991.1
ENSMUST00000175156.1	ENSMUST00000175408.1
ENSMUST00000239134.1	ENSMUST00000077821.9
ENSMUST00000189943.6	ENSMUST00000189421.1
ENSMUST00000238479.1	ENSMUST00000238349.1
ENSMUST00000238479.1	ENSMUST00000238691.1
ENSMUST00000238479.1	ENSMUST00000238246.1
ENSMUST00000238479.1	ENSMUST00000238594.1
ENSMUST00000238479.1	ENSMUST00000178144.1
ENSMUST00000186151.6	ENSMUST00000188322.6
ENSMUST00000186151.6	ENSMUST00000187726.1
ENSMUST00000196953.1	ENSMUST00000196389.1
ENSMUST00000196953.1	ENSMUST00000200291.1
ENSMUST00000188778.1	ENSMUST00000189567.1
ENSMUST00000188778.1	ENSMUST00000191561.1
ENSMUST00000188778.1	ENSMUST00000190931.1
ENSMUST00000235145.1	ENSMUST00000237994.1
ENSMUST00000191716.5	ENSMUST00000194799.5
ENSMUST00000184653.1	ENSMUST00000183759.1
ENSMUST00000180054.1	ENSMUST00000184839.1
ENSMUST00000186571.1	ENSMUST00000191609.1
ENSMUST00000186397.1	ENSMUST00000190110.1
ENSMUST00000178731.1	ENSMUST00000178874.1
ENSMUST00000116917.1	ENSMUST00000116962.1
ENSMUST00000179570.2	ENSMUST00000189508.1
ENSMUST00000160809.7	ENSMUST00000163681.2
ENSMUST00000193260.1	ENSMUST00000168514.6
ENSMUST00000180664.1	ENSMUST00000180568.1
ENSMUST00000180664.1	ENSMUST00000181239.1
ENSMUST00000180664.1	ENSMUST00000181707.1
ENSMUST00000178053.1	ENSMUST00000178266.1
ENSMUST00000194662.5	ENSMUST00000195452.5
ENSMUST00000194662.5	ENSMUST00000191974.5
ENSMUST00000191148.1	ENSMUST00000188806.6
ENSMUST00000191148.1	ENSMUST00000190636.6
ENSMUST00000180141.1	ENSMUST00000177799.1
ENSMUST00000183882.1	ENSMUST00000180059.2
ENSMUST00000188421.1	ENSMUST00000186892.6
ENSMUST00000188421.1	ENSMUST00000187728.6
ENSMUST00000188421.1	ENSMUST00000190521.6
ENSMUST00000188421.1	ENSMUST00000186332.5
ENSMUST00000188421.1	ENSMUST00000190325.6
ENSMUST00000188421.1	ENSMUST00000189170.6
ENSMUST00000194949.5	ENSMUST00000193438.5
ENSMUST00000194949.5	ENSMUST00000195660.5
ENSMUST00000194949.5	ENSMUST00000195198.5
ENSMUST00000194949.5	ENSMUST00000194268.5
ENSMUST00000191270.1	ENSMUST00000189573.1
ENSMUST00000191911.1	ENSMUST00000114713.1
ENSMUST00000156730.7	ENSMUST00000151687.7
ENSMUST00000156730.7	ENSMUST00000153493.7
ENSMUST00000156730.7	ENSMUST00000133259.7
ENSMUST00000156730.7	ENSMUST00000150003.1
ENSMUST00000188826.6	ENSMUST00000188457.1
ENSMUST00000185585.1	ENSMUST00000190203.1
ENSMUST00000185585.1	ENSMUST00000188929.6
ENSMUST00000187904.6	ENSMUST00000188713.6
ENSMUST00000187904.6	ENSMUST00000188219.6
ENSMUST00000187904.6	ENSMUST00000188989.6
ENSMUST00000209729.1	ENSMUST00000171830.1
ENSMUST00000179052.1	ENSMUST00000179176.1
ENSMUST00000179052.1	ENSMUST00000178411.1
ENSMUST00000185456.1	ENSMUST00000187657.1
ENSMUST00000188128.6	ENSMUST00000185438.6
ENSMUST00000188128.6	ENSMUST00000187374.1
ENSMUST00000188128.6	ENSMUST00000186959.1
ENSMUST00000188128.6	ENSMUST00000185255.1
ENSMUST00000188128.6	ENSMUST00000191600.1
ENSMUST00000188128.6	ENSMUST00000190234.1
ENSMUST00000188128.6	ENSMUST00000190267.1
ENSMUST00000191136.1	ENSMUST00000191146.1
ENSMUST00000178297.1	ENSMUST00000178861.1
