mgi_symbol,id,ensembl,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,chromosome_name,strand,start_position,end_position,gene_biotype,M356URE.Mdmx,M358URE,M372URE,M373URE,M381URE.Mdmx,M384URE.Mdmx,neglog10_padj,n_samples_above0,is_surface,CSPA_category,UP_Protein_name,CD
Slc26a2,ENSMUSG00000034320.14,ENSMUSG00000034320,221.3542825,0.767992426,1.118921017,0.686368755,0.492480602,0.795634391,18,-1,61192919,61211612,protein_coding,642.9627332,207.1275946,63.47956706,209.0584071,19.23988183,134.0509461,0.0992864529247704,6,TRUE,2 - putative,Sulfate transporter,no
Slc28a2,ENSMUSG00000027219.13,ENSMUSG00000027219,7671.842852,-0.851239301,0.347468522,-2.449831418,0.014292311,0.132574172,2,1,122426477,122461137,protein_coding,6998.877907,12360.8357,5950.171771,11760.18655,4266.57841,4984.304161,0.877541076613352,6,TRUE,2 - putative,Sodium/nucleoside cotransporter 2,no
Slc29a1,ENSMUSG00000023942.15,ENSMUSG00000023942,5160.768663,-0.176116399,0.250464059,-0.703160363,0.481955817,0.787491582,17,-1,45585200,45599606,protein_coding,3835.559505,5625.970948,6264.769518,4930.018331,5982.03914,4762.114591,0.103754079964379,6,TRUE,1 - high confidence,Equilibrative nucleoside transporter 1,no
Slc2a1,ENSMUSG00000028645.11,ENSMUSG00000028645,1110.539992,-0.448929173,0.480816481,-0.933680919,0.350468511,0.693204365,4,1,119108711,119137983,protein_coding,1381.757964,932.2886122,1014.289937,1891.985481,521.5694902,845.8498862,0.159138711264749,6,TRUE,1 - high confidence,"Solute carrier family 2, facilitated glucose transporter member 1",no
Slc2a3,ENSMUSG00000003153.10,ENSMUSG00000003153,3223.188558,-0.390213301,0.315289766,-1.237633893,0.215851841,0.560544403,6,-1,122727809,122801640,protein_coding,3904.863323,3590.02544,3351.148142,4182.622919,1956.016611,2443.95096,0.251389979475647,6,TRUE,2 - putative,"Solute carrier family 2, facilitated glucose transporter member 3",no
Slc2a8,ENSMUSG00000026791.14,ENSMUSG00000026791,284.7959862,-2.385109767,1.368652691,-1.74266984,0.081391303,0.344287709,2,-1,32972990,32982083,protein_coding,65.08216304,404.1585097,669.9196088,361.1073001,204.1799018,0,0.46307848124176,5,TRUE,1 - high confidence,"Solute carrier family 2, facilitated glucose transporter member 8",no
Slc30a1,ENSMUSG00000037434.7,ENSMUSG00000037434,47.8138789,2.157095508,1.45914959,1.47832376,0.139321141,0.453138888,1,1,191906767,191913247,protein_coding,57.81145465,0,19.96908713,33.11746294,67.88493623,106.4911465,0.343768665432603,5,TRUE,1 - high confidence,Zinc transporter 1,no
Slc35a5,ENSMUSG00000022664.11,ENSMUSG00000022664,1314.576564,-0.294372502,0.479146329,-0.614368688,0.538971722,0.823483529,16,-1,45139573,45158706,protein_coding,1155.7842,1402.473825,1238.192992,2010.202528,595.2578029,1956.051061,0.0843450829981119,6,TRUE,2 - putative,Probable UDP-sugar transporter protein SLC35A5,no
Slc38a1,ENSMUSG00000023169.15,ENSMUSG00000023169,5483.751578,0.032293408,0.252044828,0.128125652,0.898049536,0.973475527,15,-1,96571418,96642913,protein_coding,6540.160211,4836.855068,7418.303433,5710.877095,6341.509144,5144.513533,0.0116749620920273,6,TRUE,1 - high confidence,Sodium-coupled neutral amino acid transporter 1,no
Slc38a2,ENSMUSG00000022462.7,ENSMUSG00000022462,5732.117465,0.407869969,0.186319935,2.189083901,0.028590742,0.195247466,15,-1,96687392,96699730,protein_coding,5853.950001,5444.880152,4590.564545,4974.478012,6087.430573,7530.526457,0.709414593862229,6,TRUE,1 - high confidence,Sodium-coupled neutral amino acid transporter 2,no
Slc38a5,ENSMUSG00000031170.14,ENSMUSG00000031170,2031.022071,-1.328962305,0.864657809,-1.536980631,0.124298053,0.431785372,X,1,8271133,8280179,protein_coding,116.9667196,3186.616219,4030.636148,1596.812129,2600.694028,719.1434944,0.364732074756052,6,TRUE,1 - high confidence,Sodium-coupled neutral amino acid transporter 5,no
Slc38a9,ENSMUSG00000047789.5,ENSMUSG00000047789,1194.934539,0.485337327,0.557898348,0.869938636,0.38433394,0.721555302,13,1,112660751,112738749,protein_coding,1753.947482,1400.366356,516.7209674,953.9568797,1620.365764,537.5750365,0.141730377761012,6,TRUE,2 - putative,Putative sodium-coupled neutral amino acid transporter 9,no
Slc39a10,ENSMUSG00000025986.6,ENSMUSG00000025986,1933.911061,0.628222814,0.496463487,1.265395805,0.205729478,0.549233591,1,-1,46807544,46892852,protein_coding,2134.644031,1563.157539,2055.198589,1027.684339,1140.713676,3785.631661,0.260242909272461,6,TRUE,1 - high confidence,Zinc transporter ZIP10,no
Slc39a14,ENSMUSG00000022094.15,ENSMUSG00000022094,96.95438921,0.29548879,0.610395955,0.484093624,0.628319426,0.868943009,14,-1,70303469,70351425,protein_coding,151.8857052,70.80270565,129.3962658,100.6193222,123.900923,87.33768741,0.0610087065069873,6,TRUE,1 - high confidence,Zinc transporter ZIP14,no
Slc39a4,ENSMUSG00000063354.7,ENSMUSG00000063354,277.1854274,0.400066679,0.796235889,0.502447433,0.61535282,0.863046731,15,-1,76612383,76617384,protein_coding,522.4119132,80.29941655,405.0847274,264.4986005,123.1496538,331.0203642,0.0639656881017413,6,TRUE,1 - high confidence,Zinc transporter ZIP4,no
Slc39a6,ENSMUSG00000024270.11,ENSMUSG00000024270,1263.342537,0.628008954,0.472271132,1.329763586,0.183596177,0.519862306,18,-1,24579881,24603817,protein_coding,2169.440582,793.470586,1415.797958,775.4678403,1561.739728,806.0043522,0.284111671102048,6,TRUE,1 - high confidence,Zinc transporter ZIP6,no
Slc39a8,ENSMUSG00000053897.15,ENSMUSG00000053897,477.5198947,-0.289017937,0.997472486,-0.289750285,0.772007284,0.93427906,3,1,135825279,135888572,protein_coding,300.4631532,431.1102253,574.7769171,575.3052197,940.9090228,22.79482441,0.0295233848870855,6,TRUE,2 - putative,Zinc transporter ZIP8,no
Slc3a2,ENSMUSG00000010095.13,ENSMUSG00000010095,8603.932389,-0.17523775,0.245803763,-0.71291728,0.475896946,0.78288143,19,-1,8706882,8723369,protein_coding,8597.953003,7088.830296,11458.63949,9121.157029,7986.233037,7462.272827,0.106304008307336,6,TRUE,1 - high confidence,4F2 cell-surface antigen heavy chain,CD98
Slc43a1,ENSMUSG00000027075.16,ENSMUSG00000027075,1212.14018,-1.530427465,0.507770226,-3.014015762,0.002578144,0.050122903,2,1,84838850,84863594,protein_coding,934.0260393,1829.600817,2210.77044,1393.376658,657.2933843,254.1117853,1.29996378364017,6,TRUE,2 - putative,Large neutral amino acids transporter small subunit 3,no
Slc43a3,ENSMUSG00000027074.14,ENSMUSG00000027074,9406.083269,-0.839045843,0.342008693,-2.453288062,0.014155693,0.131839237,2,1,84936579,84958509,protein_coding,9004.962263,15644.38878,7862.438309,14314.38133,5106.101152,6509.253536,0.879955319054488,6,TRUE,2 - putative,Solute carrier family 43 member 3,no
Slc44a1,ENSMUSG00000028412.17,ENSMUSG00000028412,1266.788522,0.260248312,0.449483748,0.57899382,0.562593343,0.835683259,4,1,53440413,53622478,protein_coding,833.5099092,973.4346611,1621.311093,844.5144823,1956.082211,1255.587556,0.0779582978408975,6,TRUE,1 - high confidence,Choline transporter-like protein 1,CD92
Slc44a2,ENSMUSG00000057193.8,ENSMUSG00000057193,3713.268329,-0.896963835,0.403591466,-2.222454908,0.026252578,0.186817521,9,1,21320698,21355028,protein_coding,3957.898494,5828.434485,3487.657334,5621.427031,1528.599205,2347.266129,0.728582395146708,6,TRUE,2 - putative,Choline transporter-like protein 2,no
Slc45a4,ENSMUSG00000079020.9,ENSMUSG00000079020,1108.349101,-0.129063933,0.267411822,-0.482641091,0.629350598,0.869607817,15,-1,73577424,73645762,protein_coding,1031.479951,891.2883668,1312.569819,1081.032936,1021.189385,893.7233586,0.0606765649835069,6,TRUE,2 - putative,Solute carrier family 45 member 4,no
Slc46a1,ENSMUSG00000020829.9,ENSMUSG00000020829,107.0864288,-0.49150476,1.575313116,-0.312004486,0.755037114,0.927641731,11,1,78465697,78472059,protein_coding,0,124.7539853,232.7030131,42.16170072,170.7758888,109.0583517,0.0326197223719499,5,TRUE,1 - high confidence,Proton-coupled folate transporter,no
Slc4a2,ENSMUSG00000028962.14,ENSMUSG00000028962,708.8906425,0.391623648,0.518774213,0.754901918,0.450307835,0.76579736,5,1,24423837,24440950,protein_coding,901.7612698,782.605804,520.8627528,445.384412,327.4322997,1017.439092,0.115886135166979,6,TRUE,2 - putative,Anion exchange protein 2,no
Slc4a7,ENSMUSG00000021733.10,ENSMUSG00000021733,617.6022472,0.581597524,0.505358035,1.150862326,0.249788879,0.59668739,14,1,14702279,14799940,protein_coding,1082.564032,361.5394176,550.5619214,631.0569474,811.2772547,368.2919891,0.224253140153697,6,TRUE,1 - high confidence,Sodium bicarbonate cotransporter 3,no
Slc5a11,ENSMUSG00000030769.15,ENSMUSG00000030769,174.1898686,-1.293362328,1.422636607,-0.909130499,0.363281245,0.702357524,7,1,123214780,123273253,protein_coding,176.8046366,274.0004976,16.30352419,426.3076688,1.593385256,105.2381897,0.153441760840861,6,TRUE,2 - putative,Sodium/myo-inositol cotransporter 2,no
Slc5a3,ENSMUSG00000089774.2,ENSMUSG00000089774,232.7939845,1.5864848,0.561407148,2.825907732,0.004714684,0.070029319,16,1,92058322,92087473,protein_coding,189.6092831,96.09650387,103.5170581,154.098702,332.0174858,516.2295078,1.15472009692746,6,TRUE,2 - putative,Sodium/myo-inositol cotransporter,no
Slc5a6,ENSMUSG00000006641.12,ENSMUSG00000006641,283.1463504,-0.692965514,1.321731463,-0.524286161,0.600079521,0.856401081,5,-1,31036036,31048924,protein_coding,521.5898643,90.69380629,880.029238,29.84011061,52.55145349,43.99909863,0.0673227931851207,6,TRUE,2 - putative,Sodium-dependent multivitamin transporter,no
Slc6a15,ENSMUSG00000019894.14,ENSMUSG00000019894,280.5723238,0.352408101,0.696024514,0.506315646,0.612635081,0.861777932,10,1,103367783,103419377,protein_coding,83.7919225,243.8564677,290.4309799,196.3567157,421.4046543,408.9218144,0.0646046313120941,6,TRUE,2 - putative,Orphan sodium- and chloride-dependent neurotransmitter transporter NTT73,no
Slc6a6,ENSMUSG00000030096.8,ENSMUSG00000030096,2389.95333,-0.052782062,0.367365696,-0.143677167,0.885755402,0.969950558,6,1,91684053,91759066,protein_coding,3066.032236,2371.180852,3005.019888,2666.089216,3120.413488,1411.096669,0.0132504027801766,6,TRUE,1 - high confidence,Sodium- and chloride-dependent taurine transporter,no
Slc6a9,ENSMUSG00000028542.17,ENSMUSG00000028542,29.17569945,-1.551203755,2.308974337,-0.67181507,0.501701434,0.801233466,4,1,117834506,117875198,protein_coding,0,99.70554999,22.95986247,38.94696687,53.18334496,0,0.0962409193440177,4,TRUE,2 - putative,Sodium- and chloride-dependent glycine transporter 1,no
Slc7a1,ENSMUSG00000041313.14,ENSMUSG00000041313,852.329123,-0.605356602,0.463730297,-1.305406625,0.191754424,0.530538534,5,-1,148327410,148399904,protein_coding,489.7407844,974.9622032,1016.852446,1410.822982,1187.999672,505.1853562,0.275283067001472,6,TRUE,2 - putative,High affinity cationic amino acid transporter 1,no
Slc7a2,ENSMUSG00000031596.15,ENSMUSG00000031596,115.027921,2.220056527,2.19589385,1.011003572,0.31201472,0.65899814,8,1,40862396,40922308,protein_coding,0,0,120.5779776,17.63704818,113.6213757,527.2439438,0.181115811185772,4,TRUE,2 - putative,Low affinity cationic amino acid transporter 2,no
Slc8a1,ENSMUSG00000054640.15,ENSMUSG00000054640,86.29964391,0.838048524,1.640968764,0.51070352,0.609558676,0.86069942,17,-1,81373105,81738377,protein_coding,102.0848918,0,73.46309483,157.417714,26.73924925,273.3518037,0.0651484896925062,5,TRUE,1 - high confidence,Sodium/calcium exchanger 1,no
Slc9a7,ENSMUSG00000037341.14,ENSMUSG00000037341,68.03529762,-0.005800484,1.456765397,-0.003981756,0.996823027,0.998772073,X,-1,20105754,20291807,protein_coding,60.14716654,2.71585938,127.8684091,63.60635142,123.9265437,6.712151265,0.000533609604189673,6,TRUE,2 - putative,Sodium/hydrogen exchanger 7,no
Slco3a1,ENSMUSG00000025790.14,ENSMUSG00000025790,2903.363695,1.144372275,0.335202206,3.41397597,0.000640222,0.022172922,7,-1,74275419,74554780,protein_coding,5334.929537,1306.043209,2224.233607,1994.446449,3161.702376,3490.538658,1.6541770707621,6,TRUE,1 - high confidence,Solute carrier organic anion transporter family member 3A1,no
Slco4a1,ENSMUSG00000038963.15,ENSMUSG00000038963,2518.852897,-1.510289959,0.567689599,-2.660415061,0.007804441,0.092096059,2,1,180456245,180474867,protein_coding,2081.036614,5046.886378,1443.590644,4663.174514,670.3564686,1059.865208,1.03575895385498,6,TRUE,1 - high confidence,Solute carrier organic anion transporter family member 4A1,no
Slco4c1,ENSMUSG00000040693.7,ENSMUSG00000040693,464.8170373,-1.97204836,0.752021062,-2.622331287,0.008733049,0.098770108,1,-1,96816270,96872171,protein_coding,312.340332,1307.669157,201.4592655,758.5300979,97.49770578,152.1028265,1.0053744713526,6,TRUE,1 - high confidence,Solute carrier organic anion transporter family member 4C1,no
Smc2,ENSMUSG00000028312.19,ENSMUSG00000028312,10670.10317,-1.131039274,0.311333759,-3.632883487,0.000280272,0.012708104,4,1,52439243,52488260,protein_coding,8648.837698,16384.40973,10784.2963,16033.45527,4474.347193,6145.590175,1.89591923967104,6,TRUE,3 - unspecific,Structural maintenance of chromosomes protein 2,no
Smo,ENSMUSG00000001761.7,ENSMUSG00000001761,1244.108375,0.449922981,0.520633523,0.864183654,0.38748701,0.723631073,6,1,29735503,29761365,protein_coding,1821.053221,433.151459,1666.642075,1081.02715,1181.851504,1278.642444,0.140482792637686,6,TRUE,1 - high confidence,Smoothened homolog,no
Snrpd2,ENSMUSG00000040824.3,ENSMUSG00000040824,13023.6205,0.612024238,0.28923948,2.115977522,0.034346719,0.217172101,7,1,19149722,19153542,protein_coding,10156.76533,10155.06556,11295.10725,9844.953076,19407.62625,17253.85281,0.663195967112576,6,TRUE,3 - unspecific,Small nuclear ribonucleoprotein Sm D2,no
Sorcs2,ENSMUSG00000029093.14,ENSMUSG00000029093,130.1913625,1.037830612,2.114360535,0.49084846,0.623533633,0.867284318,5,-1,36017180,36398139,protein_coding,2.659805634,139.4366332,0,89.55797717,1.671876922,451.2851053,0.0618385063338104,5,TRUE,1 - high confidence,VPS10 domain-containing receptor SorCS2,no
Sorl1,ENSMUSG00000049313.8,ENSMUSG00000049313,1915.818878,-0.337051949,0.457250743,-0.737127176,0.461045014,0.773077933,9,-1,41964720,42124297,protein_coding,1803.338382,3196.394347,917.7044946,1884.15491,1435.835292,1380.083106,0.111776723202217,6,TRUE,1 - high confidence,Sortilin-related receptor,no
Sort1,ENSMUSG00000068747.14,ENSMUSG00000068747,3094.869785,-1.220324197,0.396223942,-3.079885054,0.002070805,0.043578589,3,1,108284082,108361511,protein_coding,2277.221951,5840.046083,2298.316759,4956.984834,1383.312143,1814.515496,1.36072683557288,6,TRUE,1 - high confidence,Sortilin,no
Spock2,ENSMUSG00000058297.16,ENSMUSG00000058297,30.18909172,-0.511769873,2.516506161,-0.203365238,0.838849568,0.956069328,10,1,60106219,60135198,protein_coding,0,3.085806486,71.78110977,25.33242883,69.31078465,0,0.0195106143387871,4,TRUE,1 - high confidence,Testican-2,no
Sppl2a,ENSMUSG00000027366.12,ENSMUSG00000027366,2265.214962,-0.701178108,0.335498783,-2.089957232,0.036621642,0.22385486,2,-1,126890391,126933235,protein_coding,2407.672813,3026.910287,2671.849114,3043.401006,1754.134711,1097.793181,0.650033472429654,6,TRUE,1 - high confidence,Signal peptide peptidase-like 2A,no
Sppl2b,ENSMUSG00000035206.10,ENSMUSG00000035206,557.2731106,-2.084380583,1.220456724,-1.70786931,0.087660595,0.358999431,10,1,80855275,80868708,protein_coding,291.1333261,1105.063823,1181.556346,473.1506365,346.0871714,1.021000167,0.444906239760834,6,TRUE,1 - high confidence,Signal peptide peptidase-like 2B,no
Ssr1,ENSMUSG00000021427.10,ENSMUSG00000021427,32812.97504,0.331842469,0.462557195,0.717408512,0.473122069,0.781348569,13,-1,37966605,37994217,protein_coding,40281.39823,35127.39757,33051.51825,22401.34337,14871.73764,56687.79127,0.107155178899057,6,TRUE,1 - high confidence,Translocon-associated protein subunit alpha,no
Ssr2,ENSMUSG00000041355.13,ENSMUSG00000041355,11609.95874,-0.237423327,0.133700426,-1.775785874,0.075768217,0.329763168,3,1,88575876,88588419,protein_coding,10899.53041,12910.51362,13078.01841,12275.38279,10879.85758,9993.188066,0.481797853323505,6,TRUE,1 - high confidence,Translocon-associated protein subunit beta,no
St14,ENSMUSG00000031995.9,ENSMUSG00000031995,103.9437049,-1.926797557,0.872423873,-2.208556662,0.027205493,0.190355589,9,-1,31089402,31131853,protein_coding,75.29835544,203.3820209,234.0531664,58.25924988,30.3818423,22.76451353,0.720434367411602,6,TRUE,2 - putative,Suppressor of tumorigenicity 14 protein homolog,no
St3gal1,ENSMUSG00000013846.10,ENSMUSG00000013846,991.6923936,0.752600458,0.596867558,1.260917011,0.207338749,0.551303494,15,-1,67102875,67176830,protein_coding,768.1981916,606.3069665,803.7893645,698.5991394,463.5718769,2256.555208,0.258609255080841,6,TRUE,1 - high confidence,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 1",no
St3gal4,ENSMUSG00000032038.7,ENSMUSG00000032038,2771.51562,-0.39189845,0.394642626,-0.993046429,0.320687329,0.666798365,9,-1,35046576,35119268,protein_coding,2712.436385,3619.153972,2939.87689,3057.782427,1199.355419,3262.705195,0.176005473739576,6,TRUE,3 - unspecific,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 4",no
St3gal5,ENSMUSG00000056091.12,ENSMUSG00000056091,504.7307216,-1.21377916,1.439037534,-0.84346595,0.398967901,0.732808038,6,1,72097592,72154571,protein_coding,0,649.2130907,1032.256311,391.1153541,666.988098,209.3774948,0.135009775639469,5,TRUE,2 - putative,"Lactosylceramide alpha-2,3-sialyltransferase",no
St8sia1,ENSMUSG00000030283.7,ENSMUSG00000030283,81.03322259,2.502626945,1.63888927,1.527026256,0.126754483,0.434904626,6,-1,142821545,142964452,protein_coding,281.0920736,1.219522622,13.75730736,67.81110173,2.670736665,167.61297,0.361605972800085,6,TRUE,2 - putative,"Alpha-N-acetylneuraminide alpha-2,8-sialyltransferase",no
Stab1,ENSMUSG00000042286.13,ENSMUSG00000042286,173.535001,-2.019352589,0.785316313,-2.571387547,0.010129191,0.107875994,14,-1,31139013,31168641,protein_coding,142.0467041,364.6729804,181.2307658,423.3198427,67.61314426,24.965415,0.967075189545785,6,TRUE,1 - high confidence,Stabilin-1,no
Stat4,ENSMUSG00000062939.11,ENSMUSG00000062939,2950.179689,0.346446307,0.283847037,1.220538745,0.222260711,0.566083083,1,1,51987148,52107189,protein_coding,4432.690496,2374.83066,2590.401898,2945.719799,2714.713874,2700.068642,0.247119823510617,6,TRUE,3 - unspecific,Signal transducer and activator of transcription 4,no
Stim1,ENSMUSG00000030987.5,ENSMUSG00000030987,2094.75885,-0.450232317,0.409487991,-1.099500662,0.271549745,0.619196309,7,1,102267806,102437319,protein_coding,2520.771802,3149.568004,1829.625572,2489.26551,983.292678,1836.843619,0.208171641126376,6,TRUE,1 - high confidence,Stromal interaction molecule 1,no
Stt3a,ENSMUSG00000032116.18,ENSMUSG00000032116,18658.10986,-0.270513534,0.209610171,-1.290555382,0.196857896,0.537324602,9,-1,36729344,36767679,protein_coding,20483.63575,21529.81616,19236.82723,25748.04356,14791.43454,18632.98672,0.269763274323845,6,TRUE,2 - putative,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A,no
Stt3b,ENSMUSG00000032437.10,ENSMUSG00000032437,7289.388172,-0.231320368,0.153050696,-1.511397042,0.130687323,0.440686764,9,-1,115242581,115310421,protein_coding,6727.268886,8695.958869,7263.867115,7977.818147,7013.636866,6192.581908,0.355869993302395,6,TRUE,2 - putative,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B,no
Sulf2,ENSMUSG00000006800.14,ENSMUSG00000006800,1051.630874,1.578734521,0.455163907,3.468496725,0.000523379,0.019711079,2,-1,166073089,166155663,protein_coding,2537.450223,521.6209267,905.6782571,399.4615139,1506.349722,1332.671043,1.70528960144761,6,TRUE,3 - unspecific,Extracellular sulfatase Sulf-2,no
Sumf1,ENSMUSG00000030101.15,ENSMUSG00000030101,747.4379575,-1.08731296,0.441864055,-2.460740919,0.013865045,0.130395423,6,-1,108107028,108185582,protein_coding,604.7524488,710.6699527,1381.656553,1024.245942,540.2538191,295.8186895,0.884737652474723,6,TRUE,3 - unspecific,Sulfatase-modifying factor 1,no
Sv2a,ENSMUSG00000038486.9,ENSMUSG00000038486,29.4948861,-4.838777614,2.238430112,-2.161683578,0.030642574,0.202676221,3,1,96181151,96195521,protein_coding,2.740213731,108.2460251,0,49.40597684,2.582128815,0,0.693197201944755,4,TRUE,1 - high confidence,Synaptic vesicle glycoprotein 2A,no
Svep1,ENSMUSG00000028369.15,ENSMUSG00000028369,116.387614,-0.147700271,1.743176214,-0.084730545,0.932475612,0.984018055,4,-1,58042442,58206859,protein_coding,32.71941419,20.62690095,104.3469757,247.7584518,293.7136221,0,0.00699693295592036,5,TRUE,1 - high confidence,"Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1",no
Syp,ENSMUSG00000031144.15,ENSMUSG00000031144,49.92492115,0.754921982,1.897704079,0.397808062,0.690771674,0.896796234,X,1,7638471,7653256,protein_coding,60.75461847,42.63157032,0,71.46869812,123.0761835,2.027166794,0.0473062241825447,5,TRUE,1 - high confidence,Synaptophysin,no
Tacstd2,ENSMUSG00000051397.5,ENSMUSG00000051397,581.2050662,-0.282465905,0.441196214,-0.640227399,0.522024772,0.813045107,6,-1,67534062,67535796,protein_coding,614.679505,731.8861405,527.6336261,683.3574145,278.4451134,668.6979306,0.089885359476319,6,TRUE,1 - high confidence,Tumor-associated calcium signal transducer 2,no
Tapbpl,ENSMUSG00000038213.7,ENSMUSG00000038213,3018.588215,-0.311967685,0.377943992,-0.825433639,0.409125443,0.738113703,6,-1,125223933,125231860,protein_coding,3028.66725,3983.6555,1864.04841,4364.021264,2002.903185,2982.760422,0.131876731968483,6,TRUE,1 - high confidence,Tapasin-related protein,no
Tbxa2r,ENSMUSG00000034881.8,ENSMUSG00000034881,316.3869852,-0.077553124,0.603940731,-0.128411813,0.897823083,0.973306597,10,1,81328731,81335172,protein_coding,372.1285862,178.7213081,208.8451425,593.7018391,260.8975428,273.4874164,0.0117503329988253,6,TRUE,1 - high confidence,Thromboxane A2 receptor,no
Tctn1,ENSMUSG00000038593.18,ENSMUSG00000038593,548.2906209,-0.317748231,0.717337566,-0.442954957,0.657798315,0.883385071,5,-1,122237848,122264460,protein_coding,588.652229,974.6294145,144.271673,845.5870126,645.3091148,293.9926974,0.0538499444902443,6,TRUE,1 - high confidence,Tectonic-1,no
Tctn3,ENSMUSG00000025008.15,ENSMUSG00000025008,377.7163122,0.273170666,0.457874873,0.596605498,0.5507708,0.830125587,19,-1,40596446,40612233,protein_coding,256.7350129,344.2545841,241.9263824,444.39202,459.7318799,497.2700741,0.0808561996538425,6,TRUE,1 - high confidence,Tectonic-3,no
Tek,ENSMUSG00000006386.15,ENSMUSG00000006386,51.20379189,-7.186891462,2.524600504,-2.846744049,0.004416886,0.067647061,4,1,94739289,94874976,protein_coding,0,54.73219267,0,256.1258341,0,2.09053812,1.16975106705171,3,TRUE,1 - high confidence,Angiopoietin-1 receptor,CD202b
Tfpi,ENSMUSG00000027082.15,ENSMUSG00000027082,1221.546829,0.609892713,0.359775659,1.695202825,0.090036951,0.363843253,2,-1,84432855,84476775,protein_coding,1248.127584,766.7139582,1359.402333,897.9978238,1348.942215,1936.932308,0.439085674094288,6,TRUE,1 - high confidence,Tissue factor pathway inhibitor,no
Tfrc,ENSMUSG00000022797.16,ENSMUSG00000022797,3996.502242,-0.294541651,0.367163205,-0.802209065,0.422432033,0.748143794,16,1,32608920,32632794,protein_coding,3521.449222,4825.81616,5125.301142,2929.362475,4544.968295,2227.349016,0.126014922270604,6,TRUE,1 - high confidence,Transferrin receptor protein 1,CD71
Tgfb1,ENSMUSG00000002603.15,ENSMUSG00000002603,80.38584239,-0.224882143,1.141247277,-0.197049446,0.843788844,0.956938522,7,1,25687002,25705077,protein_coding,128.4800373,12.55435579,129.2286207,125.4739898,19.37574486,77.46103485,0.0191159623420586,6,TRUE,1 - high confidence,Transforming growth factor beta-1,no
Tgfbr1,ENSMUSG00000007613.15,ENSMUSG00000007613,1582.343679,0.297634902,0.359990976,0.826784343,0.408359306,0.73733767,4,1,47353222,47414931,protein_coding,1903.434939,1734.270648,1173.957796,1352.902217,1043.616788,2173.440285,0.132333577767565,6,TRUE,1 - high confidence,TGF-beta receptor type-1,no
Tgfbr2,ENSMUSG00000032440.13,ENSMUSG00000032440,1035.3512,0.026407583,0.561924141,0.046994924,0.962517273,0.992754483,9,-1,116084293,116175360,protein_coding,1308.711052,348.5078961,1278.90061,1520.089808,1000.1853,835.8380926,0.0031581431079309,6,TRUE,1 - high confidence,TGF-beta receptor type-2,no
Tgfbr3,ENSMUSG00000029287.14,ENSMUSG00000029287,3145.998931,0.53211639,0.610360467,0.871806775,0.383313798,0.720621575,5,-1,107106570,107289629,protein_coding,905.8510324,3393.020575,1979.202901,2538.846941,3900.79162,6351.260385,0.142292739489081,6,TRUE,1 - high confidence,Transforming growth factor beta receptor type 3,no
Tgoln1,ENSMUSG00000056429.4,ENSMUSG00000056429,8808.431112,-0.103209023,0.331602648,-0.31124306,0.75561585,0.927710776,6,-1,72608432,72617000,protein_coding,7450.539643,10006.23871,7585.151216,10176.00789,5587.819722,12224.44436,0.0325873987435249,6,TRUE,1 - high confidence,Trans-Golgi network integral membrane protein 1,no
Thbd,ENSMUSG00000074743.4,ENSMUSG00000074743,1019.94258,0.803160382,0.344536011,2.331136244,0.019746177,0.160106647,2,-1,148404466,148408188,protein_coding,1364.699254,741.2126073,1000.122022,507.4823612,1280.669651,1210.153207,0.795590637502955,6,TRUE,1 - high confidence,Thrombomodulin,CD141
Thbs1,ENSMUSG00000040152.8,ENSMUSG00000040152,3826.191642,-1.624312813,0.403600607,-4.02455493,5.71e-05,0.004768693,2,1,118111876,118127133,protein_coding,1374.726804,9074.121699,3439.274293,5167.650891,1930.147913,2280.894067,2.32160063577489,6,TRUE,3 - unspecific,Thrombospondin-1,no
Thsd4,ENSMUSG00000032289.15,ENSMUSG00000032289,13.54916993,-0.733568968,1.819659124,-0.403135378,0.686848636,0.895189259,9,-1,59966931,60522046,protein_coding,27.48733996,1.568359399,56.56831795,5.942694629,5.487756404,5.822446173,0.048085137365559,6,TRUE,1 - high confidence,Thrombospondin type-1 domain-containing protein 4,no
Thy1,ENSMUSG00000032011.5,ENSMUSG00000032011,36.59647534,1.590720908,1.168368856,1.361488625,0.173359326,0.505630433,9,1,44043384,44048579,protein_coding,100.6591284,35.14065827,4.350842924,30.2980368,69.93403696,29.36290259,0.296166794523517,6,TRUE,1 - high confidence,Thy-1 membrane glycoprotein,CD90
Tlr4,ENSMUSG00000039005.13,ENSMUSG00000039005,398.9395407,0.447665348,0.926857687,0.48299254,0.629101033,0.869500516,4,1,66827584,66930284,protein_coding,741.2646227,545.4587514,44.20907625,439.5222777,141.5788911,479.9637416,0.0607301559316699,6,TRUE,1 - high confidence,Toll-like receptor 4,CD284
