mgi_symbol,id,ensembl,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,chromosome_name,strand,start_position,end_position,gene_biotype,M351WT,M352Mdmx,M371Mdmx,M380Mdmx,M383WT,M396WT,neglog10_padj,n_samples_above0,is_surface,CSPA_category,UP_Protein_name,CD
Lrrn4,ENSMUSG00000043110.2,ENSMUSG00000043110,142.8592462,0.90034498,1.175285952,0.766064614,0.443637857,0.848060331,2,-1,132868305,132880891,protein_coding,205.3698542,18.60675048,276.1293593,263.4742407,54.31939805,37.49661096,0.0715732509409498,6,TRUE,1 - high confidence,Leucine-rich repeat neuronal protein 4,no
Lrrn4cl,ENSMUSG00000071656.7,ENSMUSG00000071656,45.9681902,-0.694482755,1.052708394,-0.659710475,0.509439643,0.883240398,19,1,8850768,8853909,protein_coding,41.07848711,22.73543496,24.96286049,57.70500863,103.9692433,24.41932112,0.0539210752271474,6,TRUE,1 - high confidence,LRRN4 C-terminal-like protein,no
Ltb,ENSMUSG00000024399.5,ENSMUSG00000024399,5760.603751,0.618015507,0.402437316,1.535681415,0.124616535,0.549698682,17,1,35194439,35196320,protein_coding,6909.543155,7649.75074,8298.724977,4961.88036,2971.29082,3654.985123,0.259875304331001,6,TRUE,2 - putative,Lymphotoxin-beta,no
Ltbp1,ENSMUSG00000001870.16,ENSMUSG00000001870,207.3922324,-0.272411501,0.819493385,-0.332414521,0.739576275,0.952466794,17,1,75005568,75392512,protein_coding,306.6695935,72.1199443,288.3489487,109.5455205,90.32181722,166.9801761,0.021150156265411,6,TRUE,1 - high confidence,Latent-transforming growth factor beta-binding protein 1,no
Ltbp4,ENSMUSG00000040488.17,ENSMUSG00000040488,166.802815,-0.847209731,1.385631322,-0.611425072,0.540918208,0.893981232,7,-1,27305136,27337692,protein_coding,184.2861902,5.995858537,330.1944384,32.90027514,409.3454411,61.50019602,0.0486715985691763,6,TRUE,1 - high confidence,Latent-transforming growth factor beta-binding protein 4,no
Ltbr,ENSMUSG00000030339.7,ENSMUSG00000030339,372.6899464,-0.054976275,0.587712219,-0.093542849,0.925472311,0.98885526,6,-1,125306571,125313885,protein_coding,448.2607117,290.3582448,226.5629582,580.9416297,224.6317758,461.2293966,0.00486727198575222,6,TRUE,1 - high confidence,Tumor necrosis factor receptor superfamily member 3,no
Ly75,ENSMUSG00000026980.15,ENSMUSG00000026980,403.532982,0.20411957,0.516262539,0.395379394,0.692562914,0.943480398,2,-1,60292103,60383303,protein_coding,233.5898429,378.89178,479.8204678,436.3541028,286.6614661,598.384402,0.0252671184231285,6,TRUE,1 - high confidence,Lymphocyte antigen 75,CD205
Ly9,ENSMUSG00000004707.14,ENSMUSG00000004707,1406.205091,0.228270012,0.583642516,0.391112719,0.695713919,0.943480398,1,-1,171588624,171607410,protein_coding,1527.381056,1021.677334,2828.292912,683.6255947,1369.428932,950.8118563,0.0252671184231285,6,TRUE,1 - high confidence,T-lymphocyte surface antigen Ly-9,CD229
M6pr,ENSMUSG00000007458.14,ENSMUSG00000007458,14623.74929,-0.444459686,0.209363707,-2.122907026,0.033761644,0.333366719,6,1,122308720,122317680,protein_coding,14311.03498,13776.02598,10324.64593,13093.45568,18787.63728,17214.10185,0.477077759265389,6,TRUE,1 - high confidence,Cation-dependent mannose-6-phosphate receptor,no
Man1a2,ENSMUSG00000008763.16,ENSMUSG00000008763,2316.158332,-0.064635234,0.157587534,-0.410154485,0.681692627,0.941196254,3,-1,100562208,100685503,protein_coding,2310.468901,2283.051198,2185.876178,2177.409754,2170.291583,2427.640762,0.0263198100025683,6,TRUE,2 - putative,"Mannosyl-oligosaccharide 1,2-alpha-mannosidase IB",no
Man2a1,ENSMUSG00000024085.13,ENSMUSG00000024085,480.5284226,1.596741953,0.709144629,2.251644992,0.024344715,0.291805926,17,1,64600736,64755110,protein_coding,308.120921,1141.74758,805.2061275,992.1956942,569.3481041,88.66365494,0.534905892692852,6,TRUE,2 - putative,Alpha-mannosidase 2,no
Man2b1,ENSMUSG00000005142.10,ENSMUSG00000005142,3551.692006,-0.535101411,0.320878755,-1.66761246,0.095392683,0.491352908,8,1,85083270,85098282,protein_coding,5678.823649,2684.518685,2462.317725,3631.92716,3640.102255,3317.298294,0.308606469296263,6,TRUE,3 - unspecific,Lysosomal alpha-mannosidase,no
Mbtps1,ENSMUSG00000031835.16,ENSMUSG00000031835,3006.022338,0.206361343,0.406601847,0.50752682,0.611785223,0.918952503,8,-1,119508156,119558735,protein_coding,2680.470958,4960.398993,1786.973467,3366.27272,3248.225969,2779.933152,0.0367069349882949,6,TRUE,1 - high confidence,Membrane-bound transcription factor site-1 protease,no
Mbtps2,ENSMUSG00000046873.18,ENSMUSG00000046873,858.5438965,-0.230668936,0.508983381,-0.453195419,0.650408031,0.93210296,X,-1,157535371,157598715,protein_coding,639.5402841,465.881372,876.4678015,1058.744571,1418.909344,741.867736,0.030536112871168,6,TRUE,2 - putative,Membrane-bound transcription factor site-2 protease,no
Mc2r,ENSMUSG00000045569.7,ENSMUSG00000045569,273.8752449,-4.167510148,1.632855066,-2.552284177,0.010701919,0.193567017,18,-1,68406907,68429320,protein_coding,407.206586,0,1.037239815,85.61351064,621.5282522,519.7945826,0.713168642664145,5,TRUE,1 - high confidence,Adrenocorticotropic hormone receptor,no
Mcoln1,ENSMUSG00000004567.16,ENSMUSG00000004567,1330.907227,0.201645372,0.62277411,0.323785734,0.746100258,0.95433786,8,1,3500457,3515232,protein_coding,1784.461499,2266.940362,1387.982272,476.3367959,973.6883383,808.6327677,0.0202978467242332,6,TRUE,1 - high confidence,Mucolipin-1,no
Mcoln2,ENSMUSG00000011008.13,ENSMUSG00000011008,928.7529653,-0.705848782,0.40176354,-1.756876149,0.078938922,0.464329311,3,1,146149833,146195513,protein_coding,1193.347893,1003.497904,539.8722762,505.302491,909.1617595,1218.081164,0.333173900430812,6,TRUE,2 - putative,Mucolipin-2,no
Mdga1,ENSMUSG00000043557.16,ENSMUSG00000043557,598.6420225,-0.641940754,0.655236397,-0.979708632,0.327229964,0.779829045,17,-1,29827949,29970087,protein_coding,230.6419067,475.9616238,233.0320514,492.1453276,585.5895434,1049.462017,0.1080005934,6,TRUE,1 - high confidence,MAM domain-containing glycosylphosphatidylinositol anchor protein 1,no
Mdga2,ENSMUSG00000034912.17,ENSMUSG00000034912,66.96265727,0.273211603,0.646469041,0.422621325,0.672571565,0.937955325,12,-1,66466060,67222549,protein_coding,62.98738039,54.52807458,80.29323781,84.76922775,57.54764874,60.19377447,0.0278178466614844,6,TRUE,1 - high confidence,MAM domain-containing glycosylphosphatidylinositol anchor protein 2,no
Megf8,ENSMUSG00000045039.9,ENSMUSG00000045039,222.6254252,-0.094477027,0.712762537,-0.132550494,0.894548887,0.98577062,7,1,25317164,25365917,protein_coding,267.7459344,263.1440089,247.1546415,151.4098986,350.1249143,83.5674653,0.00622412974187503,6,TRUE,1 - high confidence,Multiple epidermal growth factor-like domains protein 8,no
Megf9,ENSMUSG00000039270.9,ENSMUSG00000039270,236.2735291,-0.371539154,1.263924758,-0.293956702,0.768790989,0.959337154,4,-1,70427065,70534995,protein_coding,611.7082861,140.3807331,54.82144967,418.2759158,160.2747512,14.56009311,0.0180287354896671,6,TRUE,1 - high confidence,Multiple epidermal growth factor-like domains protein 9,no
Met,ENSMUSG00000009376.15,ENSMUSG00000009376,91.45843268,0.150683847,1.944432738,0.077495017,0.938229756,0.990806699,6,1,17463800,17573980,protein_coding,125.3829545,15.95363669,212.1168516,9.030178293,87.07864841,0,0.00401106574294368,5,TRUE,1 - high confidence,Hepatocyte growth factor receptor,no
Mettl9,ENSMUSG00000030876.7,ENSMUSG00000030876,1824.304763,0.262887342,0.353134056,0.744440637,0.456609942,0.856837504,7,1,121034445,121078329,protein_coding,1729.527754,2661.945538,2030.921235,1243.184329,1477.519166,1710.784353,0.0671015325779469,6,TRUE,3 - unspecific,Methyltransferase-like protein 9,no
Mfap3l,ENSMUSG00000031647.10,ENSMUSG00000031647,71.61955918,-9.589207455,2.400345797,-3.994927509,6.47e-05,0.008937499,8,1,60632827,60676729,protein_coding,0.968954849,0,0,0,110.3463653,233.0169633,2.04878399378326,3,TRUE,1 - high confidence,Microfibrillar-associated protein 3-like,no
Mfge8,ENSMUSG00000030605.15,ENSMUSG00000030605,2370.14577,-0.245106537,0.527883983,-0.464318949,0.64241925,0.929278026,7,-1,79133768,79149060,protein_coding,2718.452733,3140.715402,784.1741973,2613.136206,1953.002373,3029.457978,0.0318543321923033,6,TRUE,1 - high confidence,Lactadherin,no
Mfsd8,ENSMUSG00000025759.11,ENSMUSG00000025759,1042.247465,-0.486815068,0.357854072,-1.36037314,0.173711874,0.630832398,3,-1,40818103,40846886,protein_coding,887.1794841,941.7032236,732.7718453,818.2026569,1611.922515,970.4253822,0.20008601047422,6,TRUE,2 - putative,Major facilitator superfamily domain-containing protein 8,no
Mgat2,ENSMUSG00000043998.10,ENSMUSG00000043998,1703.263151,0.499197603,0.404673697,1.233580554,0.217359243,0.681018847,12,1,69184157,69186770,protein_coding,1709.549007,1226.752736,2867.699712,1893.614977,1120.887031,1382.56649,0.166840868946483,6,TRUE,3 - unspecific,"Alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase",no
Mgat4b,ENSMUSG00000036620.14,ENSMUSG00000036620,209.1596193,-0.510079998,0.92424527,-0.551888134,0.581024999,0.910626154,11,1,50210890,50235103,protein_coding,527.6022544,329.4540501,150.3985444,82.22888928,83.38232805,182.0026289,0.0406598805216084,6,TRUE,3 - unspecific,"Alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase B",no
Mgat5,ENSMUSG00000036155.13,ENSMUSG00000036155,1938.397085,0.533385604,0.420113542,1.269622497,0.204219132,0.665731794,1,1,127205015,127488336,protein_coding,1573.85511,1151.305595,2801.443232,2932.983208,1395.377876,1762.802739,0.176700701529579,6,TRUE,2 - putative,"Alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase A",no
Mmrn1,ENSMUSG00000054641.10,ENSMUSG00000054641,10477.58027,0.7611239,0.528320315,1.440648557,0.149683995,0.592691534,6,1,60924976,60989378,protein_coding,8702.90472,21759.55602,10773.21177,6907.600293,10638.84754,3754.636015,0.227171276174754,6,TRUE,1 - high confidence,Multimerin-1,no
Mogs,ENSMUSG00000030036.8,ENSMUSG00000030036,2749.842065,-0.547733342,0.49715748,-1.101730064,0.270579043,0.73313345,6,1,83115496,83118898,protein_coding,3524.96682,1371.350407,1286.326562,4052.10599,3110.853089,3110.742127,0.134816964890304,6,TRUE,2 - putative,Mannosyl-oligosaccharide glucosidase,no
Mppe1,ENSMUSG00000062526.4,ENSMUSG00000062526,2403.120605,0.651280217,0.536740412,1.213398884,0.224977353,0.690938428,18,-1,67225043,67245830,protein_coding,2150.448044,4648.035062,2217.604493,1951.82484,2573.82989,847.4372551,0.160560652439506,6,TRUE,2 - putative,Metallophosphoesterase 1,no
Mpzl1,ENSMUSG00000026566.15,ENSMUSG00000026566,1098.538949,0.748784825,0.709659831,1.05513204,0.291364941,0.754206653,1,-1,165592240,165634538,protein_coding,1200.36344,1862.265163,1970.454689,316.848503,752.3309386,500.0420599,0.122509640919467,6,TRUE,1 - high confidence,Myelin protein zero-like protein 1,no
Mrc1,ENSMUSG00000026712.3,ENSMUSG00000026712,75.21420114,0.38106812,2.347549018,0.162325948,0.871049182,0.980564016,2,1,14229392,14332057,protein_coding,94.42539936,0,67.14648062,159.4823492,0,78.70997736,0.00852404820933802,4,TRUE,1 - high confidence,Macrophage mannose receptor 1,CD206
Ms4a1,ENSMUSG00000024673.9,ENSMUSG00000024673,148.8226361,-0.803510962,1.837359189,-0.43731839,0.661880461,0.936260479,19,-1,11249675,11266241,protein_coding,547.1657556,222.8453425,16.62414162,79.98504506,2.094005086,2.632675765,0.0286033084685437,6,TRUE,1 - high confidence,B-lymphocyte antigen CD20,CD20
Msln,ENSMUSG00000063011.7,ENSMUSG00000063011,43.93095936,0.839339443,0.855767544,0.980803081,0.326689859,0.779360233,17,-1,25748613,25754378,protein_coding,44.79511678,74.1336672,55.86272006,38.55884912,25.85234196,23.16317143,0.108261757934234,6,TRUE,1 - high confidence,Mesothelin,no
Mtmr7,ENSMUSG00000039431.16,ENSMUSG00000039431,20.75962904,-7.804139338,2.924772416,-2.668289436,0.007623855,0.163969552,8,-1,40551095,40634797,protein_coding,9.596520542,0,0,0,1.117041431,94.22249946,0.785236789916054,3,TRUE,3 - unspecific,Myotubularin-related protein 7,no
Mxra8,ENSMUSG00000029070.9,ENSMUSG00000029070,165.0813081,-0.20890728,1.582233546,-0.132033151,0.894958071,0.98577062,4,1,155839680,155844088,protein_coding,164.1316941,266.7357527,0,304.8024651,154.7928754,337.857632,0.00622412974187503,5,TRUE,1 - high confidence,Matrix-remodeling-associated protein 8,no
Mybbp1a,ENSMUSG00000040463.16,ENSMUSG00000040463,8688.499011,-0.213203896,0.226181885,-0.942621449,0.345874565,0.793589349,11,1,72441355,72451768,protein_coding,8299.063156,8490.949024,7743.233026,9399.455377,9021.625007,12236.86488,0.100404169610894,6,TRUE,2 - putative,Myb-binding protein 1A,no
Myl12b,ENSMUSG00000034868.9,ENSMUSG00000034868,15375.02306,0.501661829,0.256691855,1.95433482,0.050661634,0.398152093,17,-1,70973133,70990890,protein_coding,13783.01445,21602.25787,17475.22319,14149.57843,9826.931445,13765.53546,0.399950996938953,6,TRUE,3 - unspecific,Myosin regulatory light chain 12B,no
Myo9a,ENSMUSG00000039585.15,ENSMUSG00000039585,895.8531741,1.426835323,0.599776941,2.378943279,0.017362347,0.247678807,9,1,59750896,59928866,protein_coding,582.1356321,602.7879715,2667.511432,987.1681627,480.054905,503.1056263,0.606111152868022,6,TRUE,2 - putative,Myosin-IXa,no
Naga,ENSMUSG00000022453.8,ENSMUSG00000022453,1677.401846,-0.627578506,0.49166498,-1.276435239,0.201801706,0.66358642,15,-1,82329532,82338925,protein_coding,2257.543089,1682.8379,566.7178269,1991.107034,2240.878436,2013.691598,0.178102510199532,6,TRUE,3 - unspecific,Alpha-N-acetylgalactosaminidase,no
Nagpa,ENSMUSG00000023143.10,ENSMUSG00000023143,1215.030292,-0.311791756,0.495787354,-0.628882027,0.529426294,0.891445775,16,-1,5195289,5204012,protein_coding,1271.051428,1608.881001,492.9508582,1442.331954,1563.273269,1538.834091,0.0499050690163962,6,TRUE,1 - high confidence,N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase,no
Nat10,ENSMUSG00000027185.15,ENSMUSG00000027185,1361.725142,-0.609512894,0.262912766,-2.318308477,0.020432562,0.270246413,2,-1,103721256,103761270,protein_coding,1943.486563,1160.906132,1044.82806,1493.861256,2012.143218,1661.949324,0.568240061758167,6,TRUE,2 - putative,N-acetyltransferase 10,no
Ncam1,ENSMUSG00000039542.16,ENSMUSG00000039542,280.2169814,-0.015057479,0.914741092,-0.016460919,0.98686668,0.997526181,9,-1,49502136,49798925,protein_coding,50.02402351,203.3737133,289.6629576,370.1099694,610.4794536,205.9972793,0.00107569703006845,6,TRUE,1 - high confidence,Neural cell adhesion molecule 1,CD56
Ncam2,ENSMUSG00000022762.18,ENSMUSG00000022762,46.06641069,-2.815580217,2.368067757,-1.188977895,0.234448366,0.698251618,16,1,81200697,81626828,protein_coding,122.2377346,10.85716156,0,22.02885584,107.2877565,0,0.155988049271558,4,TRUE,1 - high confidence,Neural cell adhesion molecule 2,no
Nceh1,ENSMUSG00000027698.14,ENSMUSG00000027698,2878.108958,0.379415715,0.44587506,0.850946261,0.394799205,0.821224871,3,1,27182965,27284608,protein_coding,3515.003963,3658.95798,3778.619308,2412.467731,1221.536094,2791.540843,0.0855379063855944,6,TRUE,3 - unspecific,Neutral cholesterol ester hydrolase 1,no
Ncl,ENSMUSG00000026234.12,ENSMUSG00000026234,54852.45423,0.043739281,0.287631506,0.152067073,0.879134034,0.98197224,1,-1,86344719,86359400,protein_coding,43007.63491,38589.1536,56801.3683,69790.08921,54453.07313,61933.10391,0.00790078938741448,6,TRUE,3 - unspecific,Nucleolin,no
Ncln,ENSMUSG00000020238.14,ENSMUSG00000020238,1522.326945,-1.139269515,0.738417206,-1.542853425,0.122866344,0.547055923,10,-1,81486249,81496392,protein_coding,1957.271426,1225.450069,147.6883155,1541.755109,1852.074523,2570.855263,0.261968275478466,6,TRUE,1 - high confidence,Nicalin,no
Ncstn,ENSMUSG00000003458.12,ENSMUSG00000003458,3804.580041,-0.180818742,0.231653191,-0.780557962,0.435062525,0.840827108,1,-1,172066013,172082795,protein_coding,3942.877137,2997.91394,3553.428593,4117.42399,3457.374803,4626.129826,0.0752932952373822,6,TRUE,1 - high confidence,Nicastrin,no
Ndufa2,ENSMUSG00000014294.4,ENSMUSG00000014294,12517.57768,0.20366887,0.197651743,1.030443077,0.30280206,0.760746251,18,-1,36742332,36744557,protein_coding,11032.22391,11261.06646,14337.96994,14499.71392,10491.15035,13104.1237,0.118760179191977,6,TRUE,3 - unspecific,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2,no
Neo1,ENSMUSG00000032340.8,ENSMUSG00000032340,217.4417676,0.486635165,1.747670359,0.278447914,0.780668543,0.961748636,9,-1,58874687,59036441,protein_coding,31.81745648,635.4087776,119.1214317,0,249.8500907,253.6742221,0.0169384209588577,5,TRUE,1 - high confidence,Neogenin,no
Nlgn2,ENSMUSG00000051790.15,ENSMUSG00000051790,530.1712129,0.301975659,0.52495825,0.575237476,0.565130701,0.903185681,11,-1,69823122,69837784,protein_coding,501.9695615,814.1529818,444.3723323,501.020171,254.7441844,662.7600565,0.044222956282359,6,TRUE,1 - high confidence,Neuroligin-2,no
Nlgn3,ENSMUSG00000031302.16,ENSMUSG00000031302,10.8988867,3.714001706,3.622251207,1.02532969,0.305207651,0.762498887,X,1,101299168,101325963,protein_coding,5.642688824,8.36156987,0,61.42211885,0,0,0.117760785909191,3,TRUE,1 - high confidence,Neuroligin-3,no
Nop56,ENSMUSG00000027405.16,ENSMUSG00000027405,36415.10661,-0.328396358,0.249923896,-1.313985429,0.188851108,0.648534087,2,1,130274430,130279313,protein_coding,35358.68269,37807.736,24764.98269,35766.76764,48622.26579,38729.47291,0.188067192429626,6,TRUE,3 - unspecific,Nucleolar protein 56,no
Notch1,ENSMUSG00000026923.15,ENSMUSG00000026923,416.2314397,0.344535923,0.518608217,0.664347211,0.506468111,0.882303849,2,-1,26457903,26516663,protein_coding,484.3743886,526.3074521,348.6925822,523.9679013,417.2993787,192.66558,0.0543818261843362,6,TRUE,1 - high confidence,Neurogenic locus notch homolog protein 1,no
Notch2,ENSMUSG00000027878.11,ENSMUSG00000027878,37778.50016,1.228946442,0.443928607,2.768342529,0.005634221,0.14152122,3,1,98013527,98150361,protein_coding,18588.80942,43484.20794,87053.50383,28304.59813,29783.34796,19014.50975,0.849178436196523,6,TRUE,1 - high confidence,Neurogenic locus notch homolog protein 2,no
Npc1,ENSMUSG00000024413.14,ENSMUSG00000024413,813.747856,1.020959698,0.497095163,2.053851605,0.039990057,0.361266537,18,-1,12189692,12236400,protein_coding,794.9277852,832.6541668,1366.979233,1075.976416,275.7887258,534.5739747,0.442172263921297,6,TRUE,1 - high confidence,Niemann-Pick C1 protein,no
Npr2,ENSMUSG00000028469.15,ENSMUSG00000028469,341.9511137,1.344370567,0.644493277,2.085934197,0.036984584,0.350331098,4,1,43631935,43651244,protein_coding,154.7052652,650.7758041,501.4626564,250.6332864,100.2225454,294.644129,0.455521309755252,6,TRUE,1 - high confidence,Atrial natriuretic peptide receptor 2,no
Nptn,ENSMUSG00000032336.17,ENSMUSG00000032336,2426.225918,-0.172403579,0.171760506,-1.003744009,0.315502019,0.771302035,9,1,58582240,58657955,protein_coding,2618.56301,2423.517599,2401.556983,2437.879644,2987.332231,2530.040018,0.112775522795256,6,TRUE,1 - high confidence,Neuroplastin,no
Nptxr,ENSMUSG00000022421.19,ENSMUSG00000022421,26.56900245,-3.433256355,2.191957895,-1.566296672,0.11727918,0.535970584,15,-1,79786351,79804766,protein_coding,34.57127815,0,0,10.41189214,27.73845179,49.86069209,0.270859045301722,4,TRUE,3 - unspecific,Neuronal pentraxin receptor,no
Nrxn1,ENSMUSG00000024109.18,ENSMUSG00000024109,1934.468886,-0.230514702,0.644883933,-0.357451457,0.72075386,0.947359329,17,-1,90033631,91093071,protein_coding,1279.075802,2577.001237,2117.150207,749.7444335,3910.388267,1154.569878,0.0234852638660488,6,TRUE,1 - high confidence,Neurexin-1-alpha,no
Nt5e,ENSMUSG00000032420.8,ENSMUSG00000032420,12.06586437,-0.986061486,3.742988756,-0.263442279,0.792209708,0.963065094,9,1,88327197,88372092,protein_coding,50.84649979,24.64743957,1.311123924,0,0,0,0.0163443577253163,3,TRUE,1 - high confidence,5'-nucleotidase,CD73
Ntng2,ENSMUSG00000035513.19,ENSMUSG00000035513,11.01384897,-2.263530336,3.684365516,-0.61436096,0.538976828,0.893737072,2,-1,29194541,29253005,protein_coding,0,0,0,17.84700589,8.324225611,77.09577062,0.0487902272604232,3,TRUE,1 - high confidence,Netrin-G2,no
Nup210,ENSMUSG00000030091.17,ENSMUSG00000030091,3426.599493,0.160613902,0.188013468,0.854268068,0.392956476,0.82026882,6,-1,91013068,91116829,protein_coding,3147.799896,3520.014886,3123.221301,3852.459287,2812.669105,3373.436166,0.0860437965062129,6,TRUE,1 - high confidence,Nuclear pore membrane glycoprotein 210,no
Olfm1,ENSMUSG00000026833.18,ENSMUSG00000026833,23.84260303,-8.004357758,2.609424714,-3.067479861,0.00215872,0.086348803,2,1,28192992,28230736,protein_coding,42.22191629,0,0,0,118.3969392,3.813607579,1.06374367841034,3,TRUE,1 - high confidence,Noelin,no
Ostm1,ENSMUSG00000038280.12,ENSMUSG00000038280,2815.041806,0.146589513,0.344932033,0.424980863,0.670850625,0.937955325,10,1,42583822,42702459,protein_coding,2774.219265,3457.716193,3326.068997,2120.306245,3344.413233,1872.569894,0.0278178466614844,6,TRUE,1 - high confidence,Osteopetrosis-associated transmembrane protein 1,no
P2rx1,ENSMUSG00000020787.14,ENSMUSG00000020787,992.0577099,0.137331398,0.332651866,0.412838202,0.679725161,0.940501714,11,1,72999103,73015200,protein_coding,1254.42458,1322.439226,1059.86496,903.7698184,791.6779386,923.1178503,0.0266404086409136,6,TRUE,2 - putative,P2X purinoceptor 1,no
P2rx4,ENSMUSG00000029470.15,ENSMUSG00000029470,2315.840131,0.051460891,0.207736184,0.247722326,0.804349257,0.966898591,5,1,122707544,122729738,protein_coding,2421.650018,2311.466932,2325.042421,2224.285394,1826.504757,2334.372921,0.0146190726373493,6,TRUE,2 - putative,P2X purinoceptor 4,no
P2rx7,ENSMUSG00000029468.17,ENSMUSG00000029468,58.80100618,1.960915541,2.240024766,0.875399045,0.381356819,0.813180979,5,1,122643911,122691432,protein_coding,22.70341741,5.356155709,0.673384832,221.7899599,0,35.31349636,0.0898127884353174,5,TRUE,1 - high confidence,P2X purinoceptor 7,no
P2ry10,ENSMUSG00000050921.12,ENSMUSG00000050921,364.246952,1.103358198,1.071011203,1.030202294,0.302915053,0.760746251,X,1,107088492,107104974,protein_coding,434.9467506,1187.74561,234.2131137,67.16257626,145.2055297,107.3627357,0.118760179191977,6,TRUE,1 - high confidence,Putative P2Y purinoceptor 10,no
P4ha1,ENSMUSG00000019916.14,ENSMUSG00000019916,1563.994328,0.871229324,0.677878053,1.285230167,0.198711865,0.660190948,10,1,59323296,59373304,protein_coding,1378.794699,1503.773045,3962.933566,597.9564652,1210.96847,705.5809674,0.180330434656724,6,TRUE,3 - unspecific,Prolyl 4-hydroxylase subunit alpha-1,no
P4ha2,ENSMUSG00000018906.14,ENSMUSG00000018906,64.55138303,-6.517338238,1.466757497,-4.44336453,8.86e-06,0.002050014,11,1,54100095,54131665,protein_coding,239.8968963,1.050627507,3.169166134,0,35.8459521,103.8420783,2.68824317304084,5,TRUE,3 - unspecific,Prolyl 4-hydroxylase subunit alpha-2,no
Pa2g4,ENSMUSG00000025364.13,ENSMUSG00000025364,15333.86049,-0.359949918,0.266681911,-1.349735034,0.17710099,0.63555113,10,-1,128557766,128565987,protein_coding,14329.20121,10839.43867,12145.75048,17459.89523,17230.23871,20062.88595,0.196849504773825,6,TRUE,3 - unspecific,Proliferation-associated protein 2G4,no
Panx1,ENSMUSG00000031934.14,ENSMUSG00000031934,507.5453111,0.680164207,0.697354271,0.975349598,0.329386876,0.781226152,9,-1,15002128,15045478,protein_coding,679.9755877,655.0775073,561.475874,468.1416462,241.9117853,121.746298,0.10722322688036,6,TRUE,1 - high confidence,Pannexin-1,no
Pbxip1,ENSMUSG00000042613.9,ENSMUSG00000042613,1872.298948,0.000992117,0.357912694,0.002771953,0.997788304,0.999571531,3,1,89436706,89450952,protein_coding,2292.238396,2453.959619,1566.112379,1517.654585,1900.879881,1303.47075,0.000186121598882347,6,TRUE,2 - putative,Pre-B-cell leukemia transcription factor-interacting protein 1,no
Pcbp1,ENSMUSG00000051695.6,ENSMUSG00000051695,7443.596138,0.158643397,0.250768655,0.632628494,0.526976275,0.889893215,6,-1,86524492,86526321,protein_coding,7949.544277,5944.75248,8237.597973,9388.269454,6714.159773,6323.780851,0.0506621044996378,6,TRUE,3 - unspecific,Poly(rC)-binding protein 1,no
Pcna,ENSMUSG00000027342.14,ENSMUSG00000027342,18261.70157,-0.041212507,0.2164245,-0.190424408,0.848976573,0.976558802,2,-1,132249162,132253314,protein_coding,14424.49092,16911.16342,17161.4202,20042.51926,20302.305,20647.20224,0.0103016012084237,6,TRUE,3 - unspecific,Proliferating cell nuclear antigen,no
Pcyox1,ENSMUSG00000029998.14,ENSMUSG00000029998,2459.436788,0.161071087,0.32503896,0.49554394,0.620216214,0.92186876,6,-1,86386006,86397154,protein_coding,1607.360121,2228.763071,2141.317455,3263.746046,2589.591762,2590.565424,0.0353309020100699,6,TRUE,3 - unspecific,Prenylcysteine oxidase,no
Pdcd1lg2,ENSMUSG00000016498.10,ENSMUSG00000016498,127.3424226,0.43242647,1.688194021,0.256147377,0.79783704,0.964604849,19,1,29410919,29471161,protein_coding,165.5314621,0,302.8873347,135.6266621,120.7811963,36.54894446,0.0156505592411633,5,TRUE,1 - high confidence,Programmed cell death 1 ligand 2,CD273
Pde4d,ENSMUSG00000021699.17,ENSMUSG00000021699,805.5089337,-0.000627947,0.531502918,-0.001181456,0.999057335,0.999694534,13,1,108449948,109953461,protein_coding,501.8097944,393.5420639,465.7370108,1081.683801,550.7977455,878.6880745,0.000132682464231751,6,TRUE,3 - unspecific,"cAMP-specific 3',5'-cyclic phosphodiesterase 4D",no
Pde5a,ENSMUSG00000053965.10,ENSMUSG00000053965,341.760615,0.160994205,1.295579829,0.124264211,0.901106083,0.98670224,3,1,122728947,122859374,protein_coding,455.8067704,5.255677388,612.4220495,327.443658,68.93132127,316.4052323,0.00581388586625975,6,TRUE,3 - unspecific,"cGMP-specific 3',5'-cyclic phosphodiesterase",no
Pdgfc,ENSMUSG00000028019.9,ENSMUSG00000028019,103.0304826,0.928533333,1.821751933,0.50969252,0.610266894,0.918689589,3,1,81036416,81214040,protein_coding,49.10708749,129.3665841,0,276.4933411,10.75124926,152.4893555,0.0368312052155511,5,TRUE,1 - high confidence,Platelet-derived growth factor C,no
Pdgfrb,ENSMUSG00000024620.11,ENSMUSG00000024620,146.5385005,-0.138070592,1.202224706,-0.114845912,0.908567258,0.987671327,18,1,61045150,61085061,protein_coding,7.249828984,141.6768292,60.32661868,217.3551207,235.5435812,216.2419769,0.00538755401354775,6,TRUE,1 - high confidence,Beta-type platelet-derived growth factor receptor,CD140b
